state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Maryland,MD,2019-12-21,4706,2019-12-14,24682,2547265,0.97
Maryland,MD,2019-12-28,6222,2019-12-21,25879,2547265,1.02
Maryland,MD,2020-01-04,3997,2019-12-28,30571,2547265,1.2
Maryland,MD,2020-01-11,4627,2020-01-04,31292,2549408,1.23
Maryland,MD,2020-01-18,3739,2020-01-11,29203,2549408,1.15
Maryland,MD,2020-01-25,3283,2020-01-18,29231,2549408,1.15
Maryland,MD,2020-02-01,3203,2020-01-25,29788,2549408,1.17
Maryland,MD,2020-02-08,3150,2020-02-01,29342,2549408,1.15
Maryland,MD,2020-02-15,3048,2020-02-08,29219,2549408,1.15
Maryland,MD,2020-02-22,2700,2020-02-15,29095,2549408,1.14
Maryland,MD,2020-02-29,2626,2020-02-22,28412,2549408,1.11
Maryland,MD,2020-03-07,2675,2020-02-29,28068,2549408,1.1
Maryland,MD,2020-03-14,3864,2020-03-07,27046,2549408,1.06
Maryland,MD,2020-03-21,42981,2020-03-14,26467,2549408,1.04
Maryland,MD,2020-03-28,85317,2020-03-21,47973,2549408,1.88
Massachusetts,MA,2019-01-05,10252,2018-12-29,79688,3501425,2.28
Massachusetts,MA,2019-01-12,8910,2019-01-05,80205,3513404,2.28
Massachusetts,MA,2019-01-19,7194,2019-01-12,79684,3513404,2.27
Massachusetts,MA,2019-01-26,6581,2019-01-19,80947,3513404,2.3
Massachusetts,MA,2019-02-02,5953,2019-01-26,82169,3513404,2.34
Massachusetts,MA,2019-02-09,5626,2019-02-02,81423,3513404,2.32
Massachusetts,MA,2019-02-16,5015,2019-02-09,81390,3513404,2.32
Massachusetts,MA,2019-02-23,9298,2019-02-16,81310,3513404,2.31
Massachusetts,MA,2019-03-02,5102,2019-02-23,87694,3513404,2.5
Massachusetts,MA,2019-03-09,4809,2019-03-02,80661,3513404,2.3
Massachusetts,MA,2019-03-16,4354,2019-03-09,79574,3513404,2.26
Massachusetts,MA,2019-03-23,4301,2019-03-16,78594,3513404,2.24
Massachusetts,MA,2019-03-30,3711,2019-03-23,77330,3513404,2.2
Massachusetts,MA,2019-04-06,4296,2019-03-30,70991,3513404,2.02
Massachusetts,MA,2019-04-13,4465,2019-04-06,64489,3522163,1.83
Massachusetts,MA,2019-04-20,11276,2019-04-13,59708,3522163,1.7
Massachusetts,MA,2019-04-27,4644,2019-04-20,63183,3522163,1.79
Massachusetts,MA,2019-05-04,4297,2019-04-27,55673,3522163,1.58
Massachusetts,MA,2019-05-11,4067,2019-05-04,51771,3522163,1.47
Massachusetts,MA,2019-05-18,4745,2019-05-11,50324,3522163,1.43
Massachusetts,MA,2019-05-25,4529,2019-05-18,49699,3522163,1.41
Massachusetts,MA,2019-06-01,3797,2019-05-25,49765,3522163,1.41
Massachusetts,MA,2019-06-08,4443,2019-06-01,49537,3522163,1.41
Massachusetts,MA,2019-06-15,4615,2019-06-08,49062,3522163,1.39
Massachusetts,MA,2019-06-22,9275,2019-06-15,49746,3522163,1.41
Massachusetts,MA,2019-06-29,6964,2019-06-22,55654,3522163,1.58
Massachusetts,MA,2019-07-06,5747,2019-06-29,55823,3522163,1.58
Massachusetts,MA,2019-07-13,4905,2019-07-06,59033,3535875,1.67
Massachusetts,MA,2019-07-20,4326,2019-07-13,56826,3535875,1.61
Massachusetts,MA,2019-07-27,3903,2019-07-20,57247,3535875,1.62
Massachusetts,MA,2019-08-03,4193,2019-07-27,57903,3535875,1.64
Massachusetts,MA,2019-08-10,4536,2019-08-03,56957,3535875,1.61
Massachusetts,MA,2019-08-17,4039,2019-08-10,56914,3535875,1.61
Massachusetts,MA,2019-08-24,4036,2019-08-17,56457,3535875,1.6
Massachusetts,MA,2019-08-31,4025,2019-08-24,56130,3535875,1.59
Massachusetts,MA,2019-09-07,4255,2019-08-31,51369,3535875,1.45
Massachusetts,MA,2019-09-14,4028,2019-09-07,47123,3535875,1.33
Massachusetts,MA,2019-09-21,3774,2019-09-14,44821,3535875,1.27
Massachusetts,MA,2019-09-28,3672,2019-09-21,44648,3535875,1.26
Massachusetts,MA,2019-10-05,4378,2019-09-28,45073,3535875,1.27
Massachusetts,MA,2019-10-12,4560,2019-10-05,44168,3546144,1.25
Massachusetts,MA,2019-10-19,4139,2019-10-12,43830,3546144,1.24
Massachusetts,MA,2019-10-26,4683,2019-10-19,44131,3546144,1.24
Massachusetts,MA,2019-11-02,5129,2019-10-26,45030,3546144,1.27
Massachusetts,MA,2019-11-09,6217,2019-11-02,44786,3546144,1.26
Massachusetts,MA,2019-11-16,5397,2019-11-09,46300,3546144,1.31
Massachusetts,MA,2019-11-23,6452,2019-11-16,48610,3546144,1.37
Massachusetts,MA,2019-11-30,6142,2019-11-23,50099,3546144,1.41
Massachusetts,MA,2019-12-07,10239,2019-11-30,54340,3546144,1.53
Massachusetts,MA,2019-12-14,9017,2019-12-07,58027,3546144,1.64
Massachusetts,MA,2019-12-21,9284,2019-12-14,61381,3546144,1.73
Massachusetts,MA,2019-12-28,13251,2019-12-21,64273,3546144,1.81
Minnesota,MN,2019-10-12,2953,2019-10-05,22904,2853412,0.8
Massachusetts,MA,2020-01-04,9464,2019-12-28,76528,3546144,2.16
Massachusetts,MA,2020-01-11,8784,2020-01-04,79521,3557761,2.24
Massachusetts,MA,2020-01-18,6940,2020-01-11,75076,3557761,2.11
Massachusetts,MA,2020-01-25,6022,2020-01-18,75529,3557761,2.12
Massachusetts,MA,2020-02-01,5523,2020-01-25,76927,3557761,2.16
Massachusetts,MA,2020-02-08,5878,2020-02-01,76492,3557761,2.15
Massachusetts,MA,2020-02-15,5393,2020-02-08,76912,3557761,2.16
Massachusetts,MA,2020-02-22,9264,2020-02-15,77091,3557761,2.17
Massachusetts,MA,2020-02-29,4865,2020-02-22,83220,3557761,2.34
Massachusetts,MA,2020-03-07,4712,2020-02-29,75552,3557761,2.12
Massachusetts,MA,2020-03-14,7449,2020-03-07,74336,3557761,2.09
Massachusetts,MA,2020-03-21,148452,2020-03-14,83127,3557761,2.34
Massachusetts,MA,2020-03-28,181423,2020-03-21,183105,3557761,5.15
Michigan,MI,2019-01-05,15380,2018-12-29,70485,4256044,1.66
Michigan,MI,2019-01-12,16109,2019-01-05,87582,4268378,2.05
Michigan,MI,2019-01-19,9655,2019-01-12,82324,4268378,1.93
Michigan,MI,2019-01-26,8855,2019-01-19,89907,4268378,2.11
Michigan,MI,2019-02-02,9017,2019-01-26,77171,4268378,1.81
Michigan,MI,2019-02-09,10373,2019-02-02,88223,4268378,2.07
Michigan,MI,2019-02-16,6400,2019-02-09,81774,4268378,1.92
Michigan,MI,2019-02-23,6241,2019-02-16,87042,4268378,2.04
Michigan,MI,2019-03-02,5485,2019-02-23,78068,4268378,1.83
Michigan,MI,2019-03-09,5927,2019-03-02,82469,4268378,1.93
Michigan,MI,2019-03-16,5156,2019-03-09,76084,4268378,1.78
Michigan,MI,2019-03-23,4887,2019-03-16,78958,4268378,1.85
Michigan,MI,2019-03-30,4737,2019-03-23,70441,4268378,1.65
Michigan,MI,2019-04-06,6682,2019-03-30,71366,4268378,1.67
Michigan,MI,2019-04-13,5579,2019-04-06,60805,4277987,1.42
Michigan,MI,2019-04-20,4842,2019-04-13,62658,4277987,1.46
Michigan,MI,2019-04-27,4691,2019-04-20,51581,4277987,1.21
Michigan,MI,2019-05-04,4637,2019-04-27,49314,4277987,1.15
Michigan,MI,2019-05-11,5016,2019-05-04,42462,4277987,0.99
Michigan,MI,2019-05-18,5866,2019-05-11,42602,4277987,1
Michigan,MI,2019-05-25,8403,2019-05-18,40695,4277987,0.95
Michigan,MI,2019-06-01,4112,2019-05-25,43562,4277987,1.02
Michigan,MI,2019-06-08,5010,2019-06-01,43510,4277987,1.02
Michigan,MI,2019-06-15,4719,2019-06-08,39142,4277987,0.91
Michigan,MI,2019-06-22,5219,2019-06-15,38080,4277987,0.89
Michigan,MI,2019-06-29,6890,2019-06-22,38722,4277987,0.91
Michigan,MI,2019-07-06,13619,2019-06-29,40215,4277987,0.94
Michigan,MI,2019-07-13,8058,2019-07-06,42764,4290558,1
Michigan,MI,2019-07-20,9548,2019-07-13,56430,4290558,1.32
Michigan,MI,2019-07-27,5119,2019-07-20,47122,4290558,1.1
Michigan,MI,2019-08-03,4434,2019-07-27,47750,4290558,1.11
Michigan,MI,2019-08-10,4272,2019-08-03,43046,4290558,1
Michigan,MI,2019-08-17,4056,2019-08-10,43437,4290558,1.01
Michigan,MI,2019-08-24,3791,2019-08-17,39150,4290558,0.91
Michigan,MI,2019-08-31,4353,2019-08-24,37750,4290558,0.88
Michigan,MI,2019-09-07,3988,2019-08-31,35946,4290558,0.84
Michigan,MI,2019-09-14,3573,2019-09-07,35623,4290558,0.83
Michigan,MI,2019-09-21,7831,2019-09-14,33799,4290558,0.79
Michigan,MI,2019-09-28,7406,2019-09-21,32597,4290558,0.76
Michigan,MI,2019-10-05,6803,2019-09-28,41252,4290558,0.96
Michigan,MI,2019-10-12,7267,2019-10-05,40454,4298761,0.94
Michigan,MI,2019-10-19,6180,2019-10-12,46200,4298761,1.07
Michigan,MI,2019-10-26,5571,2019-10-19,44957,4298761,1.05
Michigan,MI,2019-11-02,6072,2019-10-26,48371,4298761,1.13
Michigan,MI,2019-11-09,7559,2019-11-02,41868,4298761,0.97
Michigan,MI,2019-11-16,8872,2019-11-09,39394,4298761,0.92
Michigan,MI,2019-11-23,9288,2019-11-16,42811,4298761,1
Michigan,MI,2019-11-30,8005,2019-11-23,46423,4298761,1.08
Michigan,MI,2019-12-07,10520,2019-11-30,52801,4298761,1.23
Michigan,MI,2019-12-14,10201,2019-12-07,52746,4298761,1.23
Michigan,MI,2019-12-21,10838,2019-12-14,60861,4298761,1.42
Michigan,MI,2019-12-28,18896,2019-12-21,59526,4298761,1.38
Michigan,MI,2020-01-04,13207,2019-12-28,72103,4298761,1.68
Michigan,MI,2020-01-11,14245,2020-01-04,89760,4302198,2.09
Michigan,MI,2020-01-18,10304,2020-01-11,84136,4302198,1.96
Michigan,MI,2020-01-25,7678,2020-01-18,91306,4302198,2.12
Michigan,MI,2020-02-01,6869,2020-01-25,82775,4302198,1.92
Michigan,MI,2020-02-08,6627,2020-02-01,79833,4302198,1.86
Michigan,MI,2020-02-15,5587,2020-02-08,79149,4302198,1.84
Michigan,MI,2020-02-22,5942,2020-02-15,78029,4302198,1.81
Michigan,MI,2020-02-29,5419,2020-02-22,78570,4302198,1.83
Michigan,MI,2020-03-07,5150,2020-02-29,77661,4302198,1.81
Michigan,MI,2020-03-14,5338,2020-03-07,75757,4302198,1.76
Michigan,MI,2020-03-21,128006,2020-03-14,75075,4302198,1.75
Michigan,MI,2020-03-28,304335,2020-03-21,88183,4302198,2.05
Minnesota,MN,2019-01-05,7996,2018-12-29,66043,2828116,2.34
Minnesota,MN,2019-01-12,5791,2019-01-05,63676,2832916,2.25
Minnesota,MN,2019-01-19,4178,2019-01-12,60466,2832916,2.13
Minnesota,MN,2019-01-26,4215,2019-01-19,60311,2832916,2.13
Minnesota,MN,2019-02-02,4831,2019-01-26,62671,2832916,2.21
Minnesota,MN,2019-02-09,5091,2019-02-02,68217,2832916,2.41
Minnesota,MN,2019-02-16,3080,2019-02-09,61861,2832916,2.18
Minnesota,MN,2019-02-23,3014,2019-02-16,60963,2832916,2.15
Minnesota,MN,2019-03-02,3293,2019-02-23,60265,2832916,2.13
Minnesota,MN,2019-03-09,3424,2019-03-02,61508,2832916,2.17
Minnesota,MN,2019-03-16,3229,2019-03-09,58534,2832916,2.07
Minnesota,MN,2019-03-23,3313,2019-03-16,57679,2832916,2.04
Minnesota,MN,2019-03-30,3068,2019-03-23,55487,2832916,1.96
Minnesota,MN,2019-04-06,3136,2019-03-30,54561,2832916,1.93
Minnesota,MN,2019-04-13,2804,2019-04-06,49011,2841346,1.72
Minnesota,MN,2019-04-20,3123,2019-04-13,46356,2841346,1.63
Minnesota,MN,2019-04-27,2667,2019-04-20,42077,2841346,1.48
Minnesota,MN,2019-05-04,2524,2019-04-27,36460,2841346,1.28
Minnesota,MN,2019-05-11,2708,2019-05-04,33765,2841346,1.19
Minnesota,MN,2019-05-18,2713,2019-05-11,29351,2841346,1.03
Minnesota,MN,2019-05-25,2692,2019-05-18,27764,2841346,0.98
Minnesota,MN,2019-06-01,2936,2019-05-25,27075,2841346,0.95
Minnesota,MN,2019-06-08,3350,2019-06-01,27623,2841346,0.97
Minnesota,MN,2019-06-15,2785,2019-06-08,26565,2841346,0.93
Minnesota,MN,2019-06-22,2593,2019-06-15,26186,2841346,0.92
Minnesota,MN,2019-06-29,2999,2019-06-22,26120,2841346,0.92
Minnesota,MN,2019-07-06,3189,2019-06-29,26460,2841346,0.93
Minnesota,MN,2019-07-13,4095,2019-07-06,30143,2849124,1.06
Minnesota,MN,2019-07-20,2336,2019-07-13,26745,2849124,0.94
Minnesota,MN,2019-07-27,2099,2019-07-20,26171,2849124,0.92
Minnesota,MN,2019-08-03,2071,2019-07-27,25834,2849124,0.91
Minnesota,MN,2019-08-10,2297,2019-08-03,26040,2849124,0.91
Minnesota,MN,2019-08-17,2175,2019-08-10,25429,2849124,0.89
Minnesota,MN,2019-08-24,2139,2019-08-17,24134,2849124,0.85
Minnesota,MN,2019-08-31,2216,2019-08-24,23412,2849124,0.82
Minnesota,MN,2019-09-07,2413,2019-08-31,23158,2849124,0.81
Minnesota,MN,2019-09-14,2664,2019-09-07,22704,2849124,0.8
Minnesota,MN,2019-09-21,2650,2019-09-14,22327,2849124,0.78
Minnesota,MN,2019-09-28,2440,2019-09-21,21834,2849124,0.77
Minnesota,MN,2019-10-05,2795,2019-09-28,22020,2849124,0.77
Minnesota,MN,2019-10-19,2836,2019-10-12,22621,2853412,0.79
Minnesota,MN,2019-10-26,3309,2019-10-19,23431,2853412,0.82
Minnesota,MN,2019-11-02,3915,2019-10-26,24507,2853412,0.86
Minnesota,MN,2019-11-09,6032,2019-11-02,27415,2853412,0.96
Minnesota,MN,2019-11-16,7476,2019-11-09,31618,2853412,1.11
Minnesota,MN,2019-11-23,7297,2019-11-16,38348,2853412,1.34
Minnesota,MN,2019-11-30,5563,2019-11-23,39441,2853412,1.38
Minnesota,MN,2019-12-07,9159,2019-11-30,50034,2853412,1.75
Minnesota,MN,2019-12-14,6797,2019-12-07,49460,2853412,1.73
Minnesota,MN,2019-12-21,6816,2019-12-14,53647,2853412,1.88
Minnesota,MN,2019-12-28,6163,2019-12-21,54605,2853412,1.91
Minnesota,MN,2020-01-04,7293,2019-12-28,68226,2853412,2.39
Minnesota,MN,2020-01-11,5933,2020-01-04,66377,2859937,2.32
Minnesota,MN,2020-01-18,4463,2020-01-11,62628,2859937,2.19
Minnesota,MN,2020-01-25,3931,2020-01-18,61704,2859937,2.16
Minnesota,MN,2020-02-01,3700,2020-01-25,62189,2859937,2.17
Minnesota,MN,2020-02-08,4108,2020-02-01,64105,2859937,2.24
Minnesota,MN,2020-02-15,3641,2020-02-08,63956,2859937,2.24
Minnesota,MN,2020-02-22,3539,2020-02-15,62200,2859937,2.17
Minnesota,MN,2020-02-29,3410,2020-02-22,61696,2859937,2.16
Minnesota,MN,2020-03-07,3488,2020-02-29,62767,2859937,2.19
Minnesota,MN,2020-03-14,4010,2020-03-07,61781,2859937,2.16
Minnesota,MN,2020-03-21,115773,2020-03-14,66787,2859937,2.34
Minnesota,MN,2020-03-28,109095,2020-03-21,160873,2859937,5.63
Mississippi,MS,2019-01-05,1247,2018-12-29,9138,1103371,0.83
Mississippi,MS,2019-01-12,1490,2019-01-05,8826,1104071,0.8
Mississippi,MS,2019-01-19,1142,2019-01-12,8404,1104071,0.76
Mississippi,MS,2019-01-26,1020,2019-01-19,8306,1104071,0.75
Mississippi,MS,2019-02-02,979,2019-01-26,8297,1104071,0.75
Mississippi,MS,2019-02-09,1076,2019-02-02,7869,1104071,0.71
Mississippi,MS,2019-02-16,918,2019-02-09,7354,1104071,0.67
Mississippi,MS,2019-02-23,844,2019-02-16,7592,1104071,0.69
Mississippi,MS,2019-03-02,919,2019-02-23,7833,1104071,0.71
Mississippi,MS,2019-03-09,924,2019-03-02,7259,1104071,0.66
Mississippi,MS,2019-03-16,1135,2019-03-09,7356,1104071,0.67
Mississippi,MS,2019-03-23,930,2019-03-16,7484,1104071,0.68
Mississippi,MS,2019-03-30,856,2019-03-23,7196,1104071,0.65
Mississippi,MS,2019-04-06,949,2019-03-30,6676,1104071,0.6
Mississippi,MS,2019-04-13,1093,2019-04-06,6643,1104696,0.6
Mississippi,MS,2019-04-20,872,2019-04-13,6641,1104696,0.6
Mississippi,MS,2019-04-27,1697,2019-04-20,6669,1104696,0.6
Mississippi,MS,2019-05-04,1091,2019-04-27,7355,1104696,0.67
Mississippi,MS,2019-05-11,1348,2019-05-04,7395,1104696,0.67
Mississippi,MS,2019-05-18,1904,2019-05-11,7071,1104696,0.64
Mississippi,MS,2019-05-25,2210,2019-05-18,7755,1104696,0.7
Mississippi,MS,2019-06-01,1967,2019-05-25,9128,1104696,0.83
Mississippi,MS,2019-06-08,1766,2019-06-01,9823,1104696,0.89
Mississippi,MS,2019-06-15,1282,2019-06-08,10424,1104696,0.94
Mississippi,MS,2019-06-22,1360,2019-06-15,10694,1104696,0.97
Mississippi,MS,2019-06-29,1587,2019-06-22,11066,1104696,1
Mississippi,MS,2019-07-06,1316,2019-06-29,10798,1104696,0.98
Mississippi,MS,2019-07-13,1716,2019-07-06,12284,1105743,1.11
Mississippi,MS,2019-07-20,1151,2019-07-13,11864,1105743,1.07
Mississippi,MS,2019-07-27,1049,2019-07-20,11685,1105743,1.06
Mississippi,MS,2019-08-03,1036,2019-07-27,11500,1105743,1.04
Mississippi,MS,2019-08-10,1039,2019-08-03,10993,1105743,0.99
Mississippi,MS,2019-08-17,1032,2019-08-10,9288,1105743,0.84
Mississippi,MS,2019-08-24,913,2019-08-17,8580,1105743,0.78
Mississippi,MS,2019-08-31,1052,2019-08-24,8217,1105743,0.74
Mississippi,MS,2019-09-07,932,2019-08-31,7675,1105743,0.69
Mississippi,MS,2019-09-14,982,2019-09-07,7430,1105743,0.67
Mississippi,MS,2019-09-21,867,2019-09-14,7353,1105743,0.66
Mississippi,MS,2019-09-28,950,2019-09-21,7096,1105743,0.64
Mississippi,MS,2019-10-05,956,2019-09-28,7140,1105743,0.65
Mississippi,MS,2019-10-12,1100,2019-10-05,6868,1107596,0.62
Mississippi,MS,2019-10-19,1084,2019-10-12,6954,1107596,0.63
Mississippi,MS,2019-10-26,1016,2019-10-19,6997,1107596,0.63
Mississippi,MS,2019-11-02,951,2019-10-26,7170,1107596,0.65
Mississippi,MS,2019-11-09,1102,2019-11-02,7041,1107596,0.64
Mississippi,MS,2019-11-16,1095,2019-11-09,6974,1107596,0.63
Mississippi,MS,2019-11-23,1113,2019-11-16,7124,1107596,0.64
Mississippi,MS,2019-11-30,1047,2019-11-23,7123,1107596,0.64
Mississippi,MS,2019-12-07,1365,2019-11-30,7935,1107596,0.72
Mississippi,MS,2019-12-14,1287,2019-12-07,7493,1107596,0.68
Mississippi,MS,2019-12-21,1524,2019-12-14,7989,1107596,0.72
Mississippi,MS,2019-12-28,1633,2019-12-21,8121,1107596,0.73
Mississippi,MS,2020-01-04,1178,2019-12-28,9681,1107596,0.87
Mississippi,MS,2020-01-11,1515,2020-01-04,9536,1108618,0.86
Mississippi,MS,2020-01-18,1135,2020-01-11,8804,1108618,0.79
Mississippi,MS,2020-01-25,993,2020-01-18,8562,1108618,0.77
Mississippi,MS,2020-02-01,963,2020-01-25,8674,1108618,0.78
Mississippi,MS,2020-02-08,968,2020-02-01,8261,1108618,0.75
Mississippi,MS,2020-02-15,861,2020-02-08,8216,1108618,0.74
Mississippi,MS,2020-02-22,827,2020-02-15,7922,1108618,0.71
Mississippi,MS,2020-02-29,744,2020-02-22,7842,1108618,0.71
Mississippi,MS,2020-03-07,879,2020-02-29,7416,1108618,0.67
Mississippi,MS,2020-03-14,1147,2020-03-07,7098,1108618,0.64
Mississippi,MS,2020-03-21,5519,2020-03-14,6667,1108618,0.6
Mississippi,MS,2020-03-28,32015,2020-03-21,9581,1108618,0.86
Missouri,MO,2019-01-05,7084,2018-12-29,31181,2732823,1.14
Missouri,MO,2019-01-12,6087,2019-01-05,29832,2735238,1.09
Missouri,MO,2019-01-19,5894,2019-01-12,28244,2735238,1.03
Missouri,MO,2019-01-26,5351,2019-01-19,30092,2735238,1.1
Missouri,MO,2019-02-02,4328,2019-01-26,32252,2735238,1.18
Missouri,MO,2019-02-09,3608,2019-02-02,31428,2735238,1.15
Missouri,MO,2019-02-16,2922,2019-02-09,29807,2735238,1.09
Missouri,MO,2019-02-23,2969,2019-02-16,29357,2735238,1.07
Missouri,MO,2019-03-02,2937,2019-02-23,29785,2735238,1.09
Missouri,MO,2019-03-09,3038,2019-03-02,26777,2735238,0.98
Missouri,MO,2019-03-16,3233,2019-03-09,25791,2735238,0.94
Missouri,MO,2019-03-23,3557,2019-03-16,23273,2735238,0.85
Missouri,MO,2019-03-30,2966,2019-03-23,23092,2735238,0.84
Missouri,MO,2019-04-06,2639,2019-03-30,20567,2735238,0.75
Missouri,MO,2019-04-13,2824,2019-04-06,18033,2738093,0.66
Missouri,MO,2019-04-20,2381,2019-04-13,17337,2738093,0.63
Missouri,MO,2019-04-27,2397,2019-04-20,16977,2738093,0.62
Missouri,MO,2019-05-04,3188,2019-04-27,17642,2738093,0.64
Missouri,MO,2019-05-11,2984,2019-05-04,17159,2738093,0.63
Missouri,MO,2019-05-18,3304,2019-05-11,16818,2738093,0.61
Missouri,MO,2019-05-25,4350,2019-05-18,17075,2738093,0.62
Missouri,MO,2019-06-01,4651,2019-05-25,20153,2738093,0.74
Missouri,MO,2019-06-08,4329,2019-06-01,20909,2738093,0.76
Missouri,MO,2019-06-15,3311,2019-06-08,20814,2738093,0.76
Missouri,MO,2019-06-22,3223,2019-06-15,21127,2738093,0.77
Missouri,MO,2019-06-29,4043,2019-06-22,22521,2738093,0.82
Missouri,MO,2019-07-06,5024,2019-06-29,22573,2738093,0.82
Missouri,MO,2019-07-13,4522,2019-07-06,24323,2741528,0.89
Missouri,MO,2019-07-20,3048,2019-07-13,23879,2741528,0.87
Missouri,MO,2019-07-27,2726,2019-07-20,22468,2741528,0.82
Missouri,MO,2019-08-03,2803,2019-07-27,23757,2741528,0.87
Missouri,MO,2019-08-10,2656,2019-08-03,22333,2741528,0.81
Missouri,MO,2019-08-17,2611,2019-08-10,20941,2741528,0.76
Missouri,MO,2019-08-24,2623,2019-08-17,18467,2741528,0.67
Missouri,MO,2019-08-31,2479,2019-08-24,17951,2741528,0.65
Missouri,MO,2019-09-07,2116,2019-08-31,15894,2741528,0.58
Missouri,MO,2019-09-14,2422,2019-09-07,15918,2741528,0.58
Missouri,MO,2019-09-21,3646,2019-09-14,15719,2741528,0.57
Missouri,MO,2019-09-28,3203,2019-09-21,16504,2741528,0.6
Missouri,MO,2019-10-05,3427,2019-09-28,17954,2741528,0.65
Missouri,MO,2019-10-12,3240,2019-10-05,17275,2745404,0.63
Missouri,MO,2019-10-19,2698,2019-10-12,17598,2745404,0.64
Missouri,MO,2019-10-26,2761,2019-10-19,17668,2745404,0.64
Missouri,MO,2019-11-02,3056,2019-10-26,18273,2745404,0.67
Missouri,MO,2019-11-09,3424,2019-11-02,16922,2745404,0.62
Missouri,MO,2019-11-16,3888,2019-11-09,16753,2745404,0.61
Missouri,MO,2019-11-23,3986,2019-11-16,18052,2745404,0.66
Missouri,MO,2019-11-30,2878,2019-11-23,17388,2745404,0.63
Missouri,MO,2019-12-07,4622,2019-11-30,20271,2745404,0.74
Missouri,MO,2019-12-14,3900,2019-12-07,18912,2745404,0.69
Missouri,MO,2019-12-21,7146,2019-12-14,19771,2745404,0.72
Missouri,MO,2019-12-28,7177,2019-12-21,22484,2745404,0.82
Missouri,MO,2020-01-04,7474,2019-12-28,29785,2745404,1.08
Missouri,MO,2020-01-11,10913,2020-01-04,30140,2749100,1.1
Missouri,MO,2020-01-18,4938,2020-01-11,29945,2749100,1.09
Missouri,MO,2020-01-25,5474,2020-01-18,29170,2749100,1.06
Missouri,MO,2020-02-01,4801,2020-01-25,29854,2749100,1.09
Missouri,MO,2020-02-08,3670,2020-02-01,27906,2749100,1.02
Missouri,MO,2020-02-15,3363,2020-02-08,27362,2749100,1
Missouri,MO,2020-02-22,3063,2020-02-15,27035,2749100,0.98
Missouri,MO,2020-02-29,2732,2020-02-22,26949,2749100,0.98
Missouri,MO,2020-03-07,2994,2020-02-29,25225,2749100,0.92
Missouri,MO,2020-03-14,4016,2020-03-07,22381,2749100,0.81
Missouri,MO,2020-03-21,42246,2020-03-14,21538,2749100,0.78
Missouri,MO,2020-03-28,104291,2020-03-21,49470,2749100,1.8
Montana,MT,2019-01-05,1565,2018-12-29,10527,447698,2.35
Montana,MT,2019-01-12,1783,2019-01-05,10996,448795,2.45
Montana,MT,2019-01-19,1197,2019-01-12,10825,448795,2.41
Montana,MT,2019-01-26,1056,2019-01-19,11347,448795,2.53
Montana,MT,2019-02-02,1130,2019-01-26,11301,448795,2.52
Montana,MT,2019-02-09,1417,2019-02-02,11497,448795,2.56
Montana,MT,2019-02-16,1052,2019-02-09,11853,448795,2.64
Montana,MT,2019-02-23,868,2019-02-16,11937,448795,2.66
Montana,MT,2019-03-02,1020,2019-02-23,11842,448795,2.64
Montana,MT,2019-03-09,904,2019-03-02,12024,448795,2.68
Montana,MT,2019-03-16,774,2019-03-09,11601,448795,2.58
Montana,MT,2019-03-23,729,2019-03-16,10768,448795,2.4
Montana,MT,2019-03-30,701,2019-03-23,9979,448795,2.22
Montana,MT,2019-04-06,739,2019-03-30,9428,448795,2.1
Montana,MT,2019-04-13,815,2019-04-06,8096,450098,1.8
Montana,MT,2019-04-20,767,2019-04-13,7558,450098,1.68
Montana,MT,2019-04-27,856,2019-04-20,6498,450098,1.44
Montana,MT,2019-05-04,762,2019-04-27,5989,450098,1.33
Montana,MT,2019-05-11,595,2019-05-04,5609,450098,1.25
Montana,MT,2019-05-18,624,2019-05-11,5052,450098,1.12
Montana,MT,2019-05-25,779,2019-05-18,4860,450098,1.08
Montana,MT,2019-06-01,757,2019-05-25,4730,450098,1.05
Montana,MT,2019-06-08,812,2019-06-01,4692,450098,1.04
Montana,MT,2019-06-15,710,2019-06-08,4460,450098,0.99
Montana,MT,2019-06-22,664,2019-06-15,4641,450098,1.03
Montana,MT,2019-06-29,705,2019-06-22,4808,450098,1.07
Montana,MT,2019-07-06,788,2019-06-29,4775,450098,1.06
Montana,MT,2019-07-13,702,2019-07-06,5319,451864,1.18
Montana,MT,2019-07-20,536,2019-07-13,4863,451864,1.08
Montana,MT,2019-07-27,495,2019-07-20,4786,451864,1.06
Montana,MT,2019-08-03,467,2019-07-27,4784,451864,1.06
Montana,MT,2019-08-10,491,2019-08-03,4652,451864,1.03
Montana,MT,2019-08-17,494,2019-08-10,4525,451864,1
Montana,MT,2019-08-24,522,2019-08-17,4387,451864,0.97
Montana,MT,2019-08-31,481,2019-08-24,4026,451864,0.89
Montana,MT,2019-09-07,549,2019-08-31,3557,451864,0.79
Montana,MT,2019-09-14,677,2019-09-07,3558,451864,0.79
Montana,MT,2019-09-21,617,2019-09-14,3557,451864,0.79
Montana,MT,2019-09-28,732,2019-09-21,3399,451864,0.75
Montana,MT,2019-10-05,1078,2019-09-28,3668,451864,0.81
Montana,MT,2019-10-12,1236,2019-10-05,3990,453040,0.88
Montana,MT,2019-10-19,964,2019-10-12,4444,453040,0.98
